Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
University Relations,"dev, test, prod","university-relations-d9.umn.edu, university-relations-d9.dev.umn.edu, university-relations-d9.stg.umn.edu, university-relations.prd.umn.edu, www.university-relations.umn.edu, ur.umn.edu, www.ur.umn.edu, universityrelations.umn.edu, www.universityrelations.umn.edu, university-relations.umn.edu","nels2371, hinte019, peake035, ferna692, batchiso",university-relations.umn.edu,UR - University Relations (URel),
pharmacy-d9.umn.edu,"dev, test, prod","pharmacy-d9.dev.umn.edu, pharmacy-d9.stg.umn.edu, pharmacy-d9.prd.umn.edu, www.pharmacy.umn.edu, pharmacy.umn.edu, www.alliedhealth.umn.edu, alliedhealth.umn.edu","dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",pharmacy.umn.edu,UR - University Relations (URel),
Veterinary Diagnostic Laboratory,"dev, test, prod","vdl-d9.dev.umn.edu, vdl-d9.stg.umn.edu, vdl-d9.prd.umn.edu, www.vdl.umn.edu","nels2371, hinte019",vdl.umn.edu,UR - University Relations (URel),
Give to the University of Minnesota,"dev, test, prod","give-d9.dev.umn.edu, give-d9.stg.umn.edu, give-d9.prd.umn.edu, www.give.umn.edu, driven.umn.edu, give.umn.edu, www.driven.umn.edu, plannedgiving.umn.edu, www.plannedgiving.umn.edu, giving.umn.edu, www.giving.umn.edu, mmf.umn.edu, www.mmf.umn.edu, giving.fairview.org","cmahan, awojciec, rein0455, auden",give.umn.edu,UR - University Relations (URel),
Earl E. Bakken Center for Spirituality & Healing,"urtst, dev, test, prod","csh-d8.dev.umn.edu, csh-d8.stg.umn.edu, csh-d8.prd.umn.edu, www.csh.umn.edu, csh-d8.urtst.umn.edu","urweb, nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",csh.umn.edu,UR - University Relations (URel),
School of Nursing,"dev, test, prod","nursing-d8.dev.umn.edu, nursing-d8.stg.umn.edu, nursing.umn.edu, nursing-d8.prd.umn.edu, www.nursing.umn.edu","urweb, nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",nursing.umn.edu,UR - University Relations (URel),
UMF Connects,"dev, test, prod","umf-d9.dev.umn.edu, umf-d9.stg.umn.edu, www.umf.umn.edu, thenet.umn.edu, umf-d9.prd.umn.edu, umf.umn.edu","cmahan, awojciec, rein0455, auden",umf.umn.edu,UR - University Relations (URel),
Government Relations,"urtst, dev, test, prod","government-relations-d8.dev.umn.edu, government-relations-d8.stg.umn.edu, www.government-relations.umn.edu, governmentrelations.umn.edu, www.governmentrelations.umn.edu, govrelations.umn.edu, www.govrelations.umn.edu, advocates.umn.edu, www.advocates.umn.edu, www.legislative-action.umn.edu, legislative-action.umn.edu, www.legislativeaction.umn.edu, legislativeaction.umn.edu, advocate.umn.edu, www.advocate.umn.edu, supporttheu.umn.edu, www.supporttheu.umn.edu, govenment-relations-d8.urtst.umn.edu, university-district.umn.edu, www.university-district.umn.edu","dtadege, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",government-relations.umn.edu,UR - University Relations (URel),
Brief.umn.edu,"dev, test, prod","brief-d8.dev.umn.edu, brief-d8.stg.umn.edu, brief.umn.edu, www.brief.umn.edu","dtadege, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",brief.umn.edu,UR - University Relations (URel),
Dentistry,"dev, test, prod","dentistry-d8.dev.umn.edu, dentistry-d8.stg.umn.edu, www.dentistry.umn.edu, dentistry.umn.edu, dentistry.prd.umn.edu, oralbiology.umn.edu, mncrest.umn.edu, ohcrc.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",dentistry.umn.edu,UR - University Relations (URel),
CENTER FOR DRUG DESIGN,"dev, test, prod","drugdesign-d8.dev.umn.edu, drugdesign-d8.stg.umn.edu, www.drugdesign.umn.edu","dtadege, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",drugdesign.umn.edu,UR - University Relations (URel),
The Raptor Center,"dev, test, prod","raptor-d8.dev.umn.edu, raptor-d8.stg.umn.edu, www.raptor.umn.edu, raptor.umn.edu","dtadege, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",raptor.umn.edu,UR - University Relations (URel),
UR Web Hub,"dev, test, prod","urweb-hub.umn.edu, urweb-hub-d8.dev.umn.edu, urweb-hub-d8.stg.umn.edu","sfroehli, nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",urweb-hub.umn.edu,UR - University Relations (URel),
Center for Animal Health and Food Safety,"dev, test, prod","cahfs-d8.dev.umn.edu, cahfs-d8.stg.umn.edu, cahfs.umn.edu, cahfs.prd.umn.edu, www.cahfs.umn.edu, foodpolicy.umn.edu, www.foodpolicy.umn.edu","keauxier, sfroehli, nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",cahfs.umn.edu,UR - University Relations (URel),
Board of Regents,"dev, test, prod","regents-d8.dev.umn.edu, regents-d8.stg.umn.edu, regents.prd.umn.edu, regents.umn.edu, www.regents.umn.edu, interim-pres-search.umn.edu, www.interim-pres-search.umn.edu","dtadege, nels2371, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",regents.umn.edu,UR - University Relations (URel),
Search UMN,"dev, test, prod","search-d8.dev.umn.edu, search-d8.stg.umn.edu, search-d8.prd.umn.edu, search.umn.edu, usearch.umn.edu, directory.umn.edu, www.directory.umn.edu, www.search.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",search.umn.edu,UR - University Relations (URel),
profiles-vetmed.umn.edu,"dev, test, prod","profiles-vetmed.dev.umn.edu, profiles-vetmed.stg.umn.edu, profiles-vetmed.umn.edu, www.profiles-vetmed.umn.edu","dtadege, nels2371, incex011, flynn563, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",profiles-vetmed.umn.edu,UR - University Relations (URel),
ur-sandbox,"urtst, dev, test, prod","ur-sandbox.dev.umn.edu, ur-sandbox.stg.umn.edu, ur-sandbox.prd.umn.edu, ur-sandbox.urtst.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",ur-sandbox.umn.edu,UR - University Relations (URel),
Emergency D8,"dev, test, prod","emergency.prd.umn.edu, www.emergency.umn.edu, emergency.umn.edu, emergency.dev.umn.edu, emergency.stg.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",emergency.umn.edu,UR - University Relations (URel),
Twin Cities Homesite,"dev, test, prod","twin-cities-d8.dev.umn.edu, twin-cities-d8.stg.umn.edu, twin-cities-d8.prd.umn.edu, twincities.umn.edu, www.twincities.umn.edu, driven-to-discover.umn.edu, www.driven-to-discover.umn.edu, discover.umn.edu, www.discover.umn.edu, www.tc.umn.edu, skiumah.umn.edu, news.umn.edu, www.news.umn.edu, www.twin-cities.umn.edu, tc.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",twin-cities.umn.edu,UR - University Relations (URel),
System,"dev, test, prod","system.dev.umn.edu, system.stg.umn.edu, system.umn.edu, www.system.umn.edu, campusfinder.umn.edu, www.upromise.umn.edu, upromise.umn.edu, healthier.umn.edu","nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",system.umn.edu,UR - University Relations (URel),
Folwell Theme Demo,"urtst, dev, test, prod","folwell.stg.umn.edu, folwell.dev.umn.edu, folwell.umn.edu, www.folwell.umn.edu, folwell.urtst.umn.edu","sfroehli, nels2371, dtadege, hinte019, ehunter, ferna692, kristinw, pbhamidi, peake035, matt, batchiso",folwell.umn.edu,UR - University Relations (URel),
UMN Biosafety,"dev, test, prod","biosafety.dev.umn.edu, biosafety.stg.umn.edu, biosafety.prd.umn.edu",irsfe008,biosafety.umn.edu,US - University Services,
UMN Public Safety Intranet,"dev, test, prod","umpd.d9.umn.edu, umpd-d9.dev.umn.edu, umpd-d9.stg.umn.edu, umpd-d9.prd.umn.edu","mcgoffin, irsfe008",umpd.umn.edu,US - University Services,
Snow Control Tools User Guide,"test, prod","snowcontroltoolsuserguide.stg.umn.edu, snowcontroltoolsuserguide.dev.umn.edu, snowcontroltoolsuserguide.dl8.umn.edu","siqv0001, ande4255",snowcontroltoolsuserguide.umn.edu,US - University Services,
U Card Duluth,"dev, test, prod","ucard-d.dev.umn.edu, ucard-d.stg.umn.edu","irsfe008, batchiso, sbradt, amanteuf, nickm",ucard.d.umn.edu,US - University Services,
U Card Crookston,"dev, test, prod","ucard-crk.dev.umn.edu, ucard-crk.stg.umn.edu","irsfe008, nickm",ucard.crk.umn.edu,US - University Services,
It All Adds Up,"dev, test, prod","italladdsup-d8.dev.umn.edu, italladdsup-d8.stg.umn.edu, italladdsup-d8.prd.umn.edu, www.italladdsup.umn.edu, sustaintc.umn.edu, www.sustaintc.umn.edu, choosereuse.umn.edu, sustainable.umn.edu, www.sustainable.umn.edu, sustainable-d8.stg.umn.edu, sustainable-d8.dev.umn.edu, italladdsup.umn.edu, sustainability.umn.edu, www.sustainability.umn.edu",irsfe008,sustainable.umn.edu,US - University Services,
University Services,"dev, test, prod","uservices-d8.dev.umn.edu, uservices-d8.stg.umn.edu, www.uservices.umn.edu, uservices-d8.prd.umn.edu, uservices.umn.edu",irsfe008,uservices.umn.edu,US - University Services,
Capital Project Management,"dev, test, prod","cpm-d8.dev.umn.edu, cpm-d8.stg.umn.edu, cpm-d8.prd.umn.edu, cppm.umn.edu, www.cppm.umn.edu, www.cpm.umn.edu",irsfe008,cpm.umn.edu,US - University Services,
Study Space,"dev, test, prod","studyspace-d8.dev.umn.edu, studyspace-d8.stg.umn.edu, www.studyspace.umn.edu, studyspace.umn.edu, studyspace.prd.umn.edu",irsfe008,studyspace.umn.edu,US - University Services,
Facilities Management,"dev, test, prod","facilities-d8.dev.umn.edu, facilities-d8.stg.umn.edu, facilities-d8.prd.umn.edu, signs.umn.edu, www.signs.umn.edu, www.facilities.umn.edu, facilities.umn.edu",irsfe008,facilities.umn.edu,US - University Services,
UCard,"dev, test, prod","ucard-d8.dev.umn.edu, ucard-d8.stg.umn.edu, ucard-d8.prd.umn.edu, www.ucard.umn.edu, gophergold.umn.edu, accounts.umn.edu","irsfe008, nickm",ucard.umn.edu,US - University Services,
"Planning, Space & Real Estate","dev, test, prod","psre.dev.umn.edu, psre.stg.umn.edu, spacemanagement.umn.edu, www.realestate.umn.edu, workplus.umn.edu, www.umorepark.umn.edu, umorepark.umn.edu, realestate.umn.edu, www.spacemanagement.umn.edu, www.workplus.umn.edu, osm.umn.edu, www.osm.umn.edu",irsfe008,psre.umn.edu,US - University Services,
Parking & Transportation Services PCI,"dev, test, prod","pts-d8.dev.umn.edu, pts-d8.stg.umn.edu, pts-d8.prd.umn.edu, www.pts.umn.edu, parklot.umn.edu, fleet.umn.edu, park.umn.edu, bus.umn.edu, bike.umn.edu, walk.umn.edu, pts.umn.edu, transportation.umn.edu","irsfe008, nickm, devel016",pts.umn.edu,US - University Services,
University Health & Safety,"dev, test, prod","uhs-d8.dev.umn.edu, uhs-d8.stg.umn.edu, www.uhs.umn.edu, uhs-d8.prd.umn.edu, bohd.umn.edu, www.bohd.umn.edu, bcd.umn.edu, www.bcd.umn.edu, radsafety.umn.edu, www.radsafety.umn.edu, dem.umn.edu, www.dem.umn.edu, umems.umn.edu, www.umems.umn.edu, dehs.umn.edu, www.dehs.umn.edu, emergencyresponse.umn.edu, www.emergencyresponse.umn.edu, hsrm.umn.edu, www.hsrm.umn.edu, uhs.umn.edu","irsfe008, cmlemer",hsrm.umn.edu,US - University Services,
University Services Information Technology,prod,"usit.umn.edu, usis.umn.edu, pr.umn.edu, key-request.umn.edu, www.pr.umn.edu, www.key-request.umn.edu",irsfe008,usit.umn.edu,US - University Services,
publicsafety.umn.edu,"dev, test, prod","publicsafety.dev.umn.edu, publicsafety.stg.umn.edu, publicsafety.prd.umn.edu, www.police.umn.edu, police.umn.edu, www.publicsafety.umn.edu, safety.umn.edu, www.safety.umn.edu, psecc.umn.edu","irsfe008, incex011, broek023",publicsafety.umn.edu,US - University Services,
AntiMicrobial Resistance Research Experience for Teachers,prod,"amrr4teachers-vetmed.dev.umn.edu, amrr4teachers-vetmed.stg.umn.edu",barne063,amrr4teachers-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
Liang/Ly Virology Labs,prod,"lianglyvirology-vetmed.umn.edu, lianglyvirology-vetmed.dev.umn.edu, lianglyvirology-vetmed.stg.umn.edu",barne063,lianglyvirology-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
The Skinner Lab,prod,"skinnerlab-vetmed.dev.umn.edu, skinnerlab-vetmed.stg.umn.edu",barne063,skinnerlab-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
Veterinary Medicine Student Intranet,prod,"students-vetmed.dev.umn.edu, students-vetmed.stg.umn.edu","nels2371, luss0021",students-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
CWD Biosecurity for Cervid Farms,prod,"cwdbiosecurity.dev.umn.edu, cwdbiosecurity.stg.umn.edu","valla020, luss0021",cwdbiosecurity.umn.edu,Vetmed - Veterinarian Medicine,
Canine Genetics Lab,prod,"canine-genetics.dev.umn.edu, canine-genetics.stg.umn.edu","keauxier, mmoen, luss0021",canine-genetics.umn.edu,Vetmed - Veterinarian Medicine,
Website for Bruce Walcheck Laboratory,prod,"walchecklab-dl9.dev.umn.edu, walchecklab-dl9.stg.umn.edu, walchecklab.dl9.umn.edu","barne063, luss0021",walchecklab.umn.edu,Vetmed - Veterinarian Medicine,
Lang Lab,prod,"langlab.dev.umn.edu, langlab.stg.umn.edu","barne063, klang, luss0021",langlab.umn.edu,Vetmed - Veterinarian Medicine,
VeTouch,"test, prod","vetouch.stg.umn.edu, vetouch.dev.umn.edu, vetouch.dl9.umn.edu",rudd0094,vetouch.umn.edu,Vetmed - Veterinarian Medicine,
Allen D. Leman Swine Conference,prod,"lemanconference.dev.umn.edu, lemanconference.stg.umn.edu","valla020, luss0021",lemanconference.umn.edu,Vetmed - Veterinarian Medicine,
Dairy Conference,prod,"dairyhealthconference.dev.umn.edu, dairyhealthconference.stg.umn.edu","valla020, luss0021",dairyhealthconference.umn.edu,Vetmed - Veterinarian Medicine,
Equine Genetics and Genomics Laboratory,prod,"equine-genetics.dev.umn.edu, equine-genetics.stg.umn.edu","keauxier, luss0021",equine-genetics.umn.edu,Vetmed - Veterinarian Medicine,
College of Veterinary Medicine Intranet,"dev, test, prod","intranet-vetmed-d9.dev.umn.edu, intranet-vetmed-d9.stg.umn.edu, intranet-vetmed.umn.edu, intranet.vetmed.umn.edu, www.intranet.vetmed.umn.edu","keauxier, luss0021",intranet-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
Minnesota Veterinary Historical Museum,prod,"hist-vetmed.dev.umn.edu, hist-vetmed.stg.umn.edu, hist-vetmed.umn.edu, hist.cvm.umn.edu","keauxier, luss0021, kuenn021",hist-vetmed.umn.edu,Vetmed - Veterinarian Medicine,
Johnson Lab,prod,"johnsonlab.dev.umn.edu, johnsonlab.stg.umn.edu",tjj,johnsonlab.umn.edu,Vetmed - Veterinarian Medicine,
foodprotection,prod,"foodprotection.dl8.umn.edu, foodprotection-dl8.dev.umn.edu, www.foodprotection.umn.edu","keauxier, luss0021",foodprotection.umn.edu,Vetmed - Veterinarian Medicine,
Companion Animal Veterinary Surveillance Network (CAVSNET),prod,"cavsnet.umn.edu, cavsnet.dev.umn.edu",leofx003,cavsnet.umn.edu,Vetmed - Veterinarian Medicine,
Antimicrobial Resistance and Stewardship Initiative,prod,arsi.umn.edu,leofx003,arsi.umn.edu,Vetmed - Veterinarian Medicine,
